transkribus_page,page_id,folio,image_filename,xml_file,doc_id,image_width,image_height,status,number_of_lines
208,108451624,297v,0208_Vat.gr.2228.pt.2_0084_fa_0297v.tif,0208_Vat.gr.2228.pt.2_0084_fa_0297v.xml,12866292,2127,2940,FINAL,30
209,108451652,298r,0209_Vat.gr.2228.pt.2_0085_fa_0298r.tif,0209_Vat.gr.2228.pt.2_0085_fa_0298r.xml,12866292,2126,2940,FINAL,42
210,108451665,298v,0210_Vat.gr.2228.pt.2_0086_fa_0298v.tif,0210_Vat.gr.2228.pt.2_0086_fa_0298v.xml,12866292,2127,2940,FINAL,35
211,108451653,299r,0211_Vat.gr.2228.pt.2_0087_fa_0299r.tif,0211_Vat.gr.2228.pt.2_0087_fa_0299r.xml,12866292,2126,2940,FINAL,33
212,108451654,299v,0212_Vat.gr.2228.pt.2_0088_fa_0299v.tif,0212_Vat.gr.2228.pt.2_0088_fa_0299v.xml,12866292,2127,2940,FINAL,38
213,108451666,300r,0213_Vat.gr.2228.pt.2_0089_fa_0300r.tif,0213_Vat.gr.2228.pt.2_0089_fa_0300r.xml,12866292,2126,2940,FINAL,17
214,108451655,300v,0214_Vat.gr.2228.pt.2_0090_fa_0300v.tif,0214_Vat.gr.2228.pt.2_0090_fa_0300v.xml,12866292,2127,2940,FINAL,0
215,108451667,301r,0215_Vat.gr.2228.pt.2_0091_fa_0301r.tif,0215_Vat.gr.2228.pt.2_0091_fa_0301r.xml,12866292,2126,2940,FINAL,43
216,108451656,301v,0216_Vat.gr.2228.pt.2_0092_fa_0301v.tif,0216_Vat.gr.2228.pt.2_0092_fa_0301v.xml,12866292,2127,2940,FINAL,41
217,108451657,302r,0217_Vat.gr.2228.pt.2_0093_fa_0302r.tif,0217_Vat.gr.2228.pt.2_0093_fa_0302r.xml,12866292,2126,2940,FINAL,41
218,108451668,302v,0218_Vat.gr.2228.pt.2_0094_fa_0302v.tif,0218_Vat.gr.2228.pt.2_0094_fa_0302v.xml,12866292,2127,2940,FINAL,37
219,108451669,303r,0219_Vat.gr.2228.pt.2_0095_fa_0303r.tif,0219_Vat.gr.2228.pt.2_0095_fa_0303r.xml,12866292,2126,2940,FINAL,38
220,108451658,303v,0220_Vat.gr.2228.pt.2_0096_fa_0303v.tif,0220_Vat.gr.2228.pt.2_0096_fa_0303v.xml,12866292,2127,2940,FINAL,37
221,108451659,304r,0221_Vat.gr.2228.pt.2_0097_fa_0304r.tif,0221_Vat.gr.2228.pt.2_0097_fa_0304r.xml,12866292,2126,2940,FINAL,37
222,108451670,304v,0222_Vat.gr.2228.pt.2_0098_fa_0304v.tif,0222_Vat.gr.2228.pt.2_0098_fa_0304v.xml,12866292,2127,2940,FINAL,38
223,108451660,305r,0223_Vat.gr.2228.pt.2_0099_fa_0305r.tif,0223_Vat.gr.2228.pt.2_0099_fa_0305r.xml,12866292,2126,2940,FINAL,39
224,108451661,305v,0224_Vat.gr.2228.pt.2_0100_fa_0305v.tif,0224_Vat.gr.2228.pt.2_0100_fa_0305v.xml,12866292,2127,2940,FINAL,26
225,108451671,306r,0225_Vat.gr.2228.pt.2_0101_fa_0306r.tif,0225_Vat.gr.2228.pt.2_0101_fa_0306r.xml,12866292,2126,2940,FINAL,38
226,108451672,306v,0226_Vat.gr.2228.pt.2_0102_fa_0306v.tif,0226_Vat.gr.2228.pt.2_0102_fa_0306v.xml,12866292,2127,2940,FINAL,39
227,108451662,307r,0227_Vat.gr.2228.pt.2_0103_fa_0307r.tif,0227_Vat.gr.2228.pt.2_0103_fa_0307r.xml,12866292,2126,2940,FINAL,37
228,108451663,307v,0228_Vat.gr.2228.pt.2_0104_fa_0307v.tif,0228_Vat.gr.2228.pt.2_0104_fa_0307v.xml,12866292,2127,2940,FINAL,40
229,108451673,308r,0229_Vat.gr.2228.pt.2_0105_fa_0308r.tif,0229_Vat.gr.2228.pt.2_0105_fa_0308r.xml,12866292,2126,2940,FINAL,36
230,108451664,308v,0230_Vat.gr.2228.pt.2_0106_fa_0308v.tif,0230_Vat.gr.2228.pt.2_0106_fa_0308v.xml,12866292,2127,2940,FINAL,40
231,108451394,309r,0231_Vat.gr.2228.pt.2_0107_fa_0309r.tif,0231_Vat.gr.2228.pt.2_0107_fa_0309r.xml,12866292,2126,2940,FINAL,40
232,108451674,309v,0232_Vat.gr.2228.pt.2_0108_fa_0309v.tif,0232_Vat.gr.2228.pt.2_0108_fa_0309v.xml,12866292,2127,2940,FINAL,40
233,108451395,310r,0233_Vat.gr.2228.pt.2_0109_fa_0310r.tif,0233_Vat.gr.2228.pt.2_0109_fa_0310r.xml,12866292,2126,2940,IN_PROGRESS,34
234,108451675,310v,0234_Vat.gr.2228.pt.2_0110_fa_0310v.tif,0234_Vat.gr.2228.pt.2_0110_fa_0310v.xml,12866292,2127,2940,IN_PROGRESS,0
235,108451676,311r,0235_Vat.gr.2228.pt.2_0111_fa_0311r.tif,0235_Vat.gr.2228.pt.2_0111_fa_0311r.xml,12866292,2126,2940,IN_PROGRESS,23
236,108451396,311v,0236_Vat.gr.2228.pt.2_0112_fa_0311v.tif,0236_Vat.gr.2228.pt.2_0112_fa_0311v.xml,12866292,2127,2940,IN_PROGRESS,27
237,108451677,312r,0237_Vat.gr.2228.pt.2_0113_fa_0312r.tif,0237_Vat.gr.2228.pt.2_0113_fa_0312r.xml,12866292,2126,2940,IN_PROGRESS,26
238,108451397,312v,0238_Vat.gr.2228.pt.2_0114_fa_0312v.tif,0238_Vat.gr.2228.pt.2_0114_fa_0312v.xml,12866292,2127,2940,IN_PROGRESS,32
239,108451678,313r,0239_Vat.gr.2228.pt.2_0115_fa_0313r.tif,0239_Vat.gr.2228.pt.2_0115_fa_0313r.xml,12866292,2126,2940,IN_PROGRESS,18
